configuration,action,pair,peak time seconds,triangle pairs,crossing frames,span x,span y,span z
normal,Mail Full,left.hand / mail.letter.back,5.641666666666667,1347,561,0.35859760642051697,0.36348962783813477,0.07535941898822784
normal,Mail Full,left.hand / mail.letter.flap,5.533333333333333,1447,565,0.375704824924469,0.3583762049674988,0.07314983010292053
normal,Mail Full,left.hand / right.hand,6.175,673,77,0.09512294828891754,0.24977120757102966,0.13794128596782684
normal,Mail Full,left.upper-arm / body,1.6083333333333334,75,40,0.05048483610153198,0.10266482830047607,0.06914796680212021
normal,Mail Full,right.hand / body,5.466666666666667,681,317,0.25281280279159546,0.28585919737815857,0.15199029445648193
normal,Mail Full,right.hand / mail.letter.back,1.825,801,434,0.22017349302768707,0.30515116453170776,0.052870750427246094
normal,Mail Full,right.hand / mail.letter.flap,1.825,828,433,0.21040058135986328,0.30351710319519043,0.05188605189323425
normal,Mail Empty,left.forearm / mail.door,0.6416666666666667,52,15,0.07616537809371948,0.029853368178009987,0.12347842007875443
normal,Mail Empty,left.hand / body,2.216666666666667,1146,283,0.2535493075847626,0.27791744470596313,0.12961620092391968
normal,Mail Empty,left.hand / mail.box,0.4583333333333333,240,67,0.08156824111938477,0.29300299286842346,0.11426234245300293
normal,Mail Empty,left.hand / mail.door,0.5083333333333333,450,126,0.054341256618499756,0.2850942015647888,0.12455721199512482
normal,Mail Empty,left.hand / right.hand,1.0833333333333333,669,274,0.09580099582672119,0.24821722507476807,0.13478656113147736
normal,Mail Empty,left.upper-arm / body,1.3416666666666666,118,173,0.053391724824905396,0.052635129541158676,0.14789988100528717
normal,Mail Empty,right.hand / body,0.14166666666666666,673,421,0.2143663913011551,0.284345805644989,0.15161044895648956
normal,Mail Read,left.forearm / mail.letter.back,1.0416666666666667,218,147,0.2635469436645508,0.16774562001228333,0.03565084934234619
normal,Mail Read,left.forearm / mail.letter.flap,1.7083333333333333,244,148,0.16170914471149445,0.1729482263326645,0.30164051055908203
normal,Mail Read,left.hand / body,4.783333333333333,1235,136,0.19693726301193237,0.2893746495246887,0.15804240107536316
normal,Mail Read,left.hand / mail.letter.back,4.291666666666667,1346,326,0.3585699796676636,0.3634920120239258,0.07535997778177261
normal,Mail Read,left.hand / mail.letter.flap,0.775,1443,329,0.37602320313453674,0.3583392798900604,0.07314072549343109
normal,Mail Read,left.hand / right.hand,0.175,673,50,0.0951240286231041,0.24977481365203857,0.13794729113578796
normal,Mail Read,left.upper-arm / body,1.7416666666666667,379,89,0.13621538877487183,0.2475772500038147,0.17040888965129852
normal,Mail Read,right.hand / body,0.15,673,220,0.2143600881099701,0.2843483090400696,0.15160587430000305
normal,Mail Read,right.hand / mail.letter.back,1,751,373,0.18781426548957825,0.3442324995994568,0.05407625436782837
normal,Mail Read,right.hand / mail.letter.flap,1.0083333333333333,768,291,0.19011110067367554,0.3503488004207611,0.05509176850318909
normal,Mail Next,left.forearm / mail.letter.back,1.7416666666666667,218,138,0.26288488507270813,0.17016032338142395,0.03629213571548462
normal,Mail Next,left.forearm / mail.letter.flap,1.6166666666666667,237,140,0.14182233810424805,0.18359410762786865,0.3198491930961609
normal,Mail Next,left.hand / body,0.21666666666666667,1232,136,0.19686046242713928,0.289445698261261,0.1579655557870865
normal,Mail Next,left.hand / mail.letter.back,6.091666666666667,1344,570,0.3585894703865051,0.3634904623031616,0.07535962015390396
normal,Mail Next,left.hand / mail.letter.flap,5.983333333333333,1444,575,0.3757343292236328,0.35837846994400024,0.0731499195098877
normal,Mail Next,left.hand / right.hand,6.608333333333333,674,50,0.09295374155044556,0.2526257634162903,0.13995659351348877
normal,Mail Next,left.upper-arm / body,1.6333333333333333,464,77,0.1355098932981491,0.24438230693340302,0.21245504915714264
normal,Mail Next,right.hand / body,5.916666666666667,679,220,0.252387672662735,0.28591978549957275,0.15188878774642944
normal,Mail Next,right.hand / mail.letter.back,5.75,754,589,0.18783733248710632,0.344224214553833,0.05405998229980469
normal,Mail Next,right.hand / mail.letter.flap,5.741666666666666,770,536,0.19013705849647522,0.3503419756889343,0.055080413818359375
normal,Globe,left.hand / body,0.016666666666666666,991,83,0.18780314922332764,0.2868327796459198,0.14425525069236755
normal,Globe,left.hand / right.hand,0.175,759,68,0.14102807641029358,0.22726044058799744,0.1232934445142746
normal,Globe,left.hand / search.globe,1.9083333333333334,449,559,0.17346078157424927,0.04356491565704346,0.20543473958969116
normal,Globe,right.forearm / body,0.5,21,641,0.02072564885020256,0.04845815896987915,0.010307341814041138
normal,Globe,right.hand / body,0.041666666666666664,676,83,0.2148897349834442,0.2847754955291748,0.15178817510604858
normal,Globe,right.upper-arm / body,0.675,303,669,0.2577821910381317,0.26471877098083496,0.15189746022224426
normal,Juggle,left.forearm / juggle.0,1.8833333333333333,164,69,0.13681775331497192,0.2015501856803894,0.04968556761741638
normal,Juggle,left.forearm / juggle.1,3.283333333333333,273,209,0.1411036252975464,0.21344849467277527,0.04263097047805786
normal,Juggle,left.forearm / juggle.2,2.6,165,68,0.13755285739898682,0.20403340458869934,0.04815107583999634
normal,Juggle,left.hand / body,0.008333333333333333,991,72,0.18777208030223846,0.28681784868240356,0.14430026710033417
normal,Juggle,left.hand / juggle.0,3.9916666666666667,625,93,0.20130926370620728,0.08693331480026245,0.25193163752555847
normal,Juggle,left.hand / juggle.1,0.6,801,238,0.18355339765548706,0.06979156285524368,0.216525137424469
normal,Juggle,left.hand / juggle.2,4.875,625,93,0.2121158391237259,0.08279605954885483,0.18861305713653564
normal,Juggle,left.hand / right.hand,0.016666666666666666,671,54,0.09559521079063416,0.24896396696567535,0.13688835501670837
normal,Juggle,left.upper-arm / body,5.233333333333333,21,13,0.005264535546302795,0.01788768172264099,0.025317784398794174
normal,Juggle,right.forearm / juggle.0,2.95,256,101,0.14507299661636353,0.22042661905288696,0.03357239067554474
normal,Juggle,right.forearm / juggle.1,2.15,255,68,0.13388746976852417,0.19444826245307922,0.0879267156124115
normal,Juggle,right.forearm / juggle.2,6.008333333333334,264,149,0.14138329029083252,0.20336219668388367,0.15129205584526062
normal,Juggle,right.hand / body,6.666666666666667,673,76,0.2135562002658844,0.28422248363494873,0.15138162672519684
normal,Juggle,right.hand / juggle.0,0.6916666666666667,608,191,0.22275786101818085,0.07654471695423126,0.20282012224197388
normal,Juggle,right.hand / juggle.1,2.3666666666666667,664,95,0.19198453426361084,0.16095417737960815,0.16456365585327148
normal,Juggle,right.hand / juggle.2,1.1083333333333334,795,235,0.2201099395751953,0.08693382889032364,0.21482008695602417
normal,Juggle,right.upper-arm / body,2.7083333333333335,22,31,0.005722135305404663,0.0192909836769104,0.02787909470498562
